visit_id,cookie_id,page_id,event_type,sequence_number,event_time
6c89c9,5c29e3,1,1,1,02/19/2020
6c89c9,5c29e3,3,1,2,02/19/2020
6c89c9,5c29e3,3,2,3,02/19/2020
6c89c9,5c29e3,4,1,4,02/19/2020
6c89c9,5c29e3,5,1,5,02/19/2020
6c89c9,5c29e3,5,2,6,02/19/2020
6c89c9,5c29e3,7,1,7,02/19/2020
6c89c9,5c29e3,10,1,8,02/19/2020
6c89c9,5c29e3,11,1,9,02/19/2020
537cd8,a6d0e5,1,1,1,01/26/2020
537cd8,a6d0e5,2,1,2,01/26/2020
537cd8,a6d0e5,9,1,3,01/26/2020
537cd8,a6d0e5,10,1,4,01/26/2020
537cd8,a6d0e5,11,1,5,01/26/2020
7ae259,300c3b,1,1,1,02/25/2020
7ae259,300c3b,2,1,2,02/25/2020
7ae259,300c3b,4,1,3,02/25/2020
7ae259,300c3b,4,2,4,02/25/2020
7ae259,300c3b,5,1,5,02/25/2020
7ae259,300c3b,6,1,6,02/25/2020
7ae259,300c3b,8,1,7,02/25/2020
7ae259,300c3b,8,2,8,02/25/2020
7ae259,300c3b,9,1,9,02/25/2020
7ae259,300c3b,10,1,10,02/25/2020
7ae259,300c3b,10,2,11,02/25/2020
7ae259,300c3b,11,1,12,02/25/2020
7ae259,300c3b,12,1,13,02/25/2020
7ae259,300c3b,13,3,14,02/25/2020
22d173,2b322c,1,1,1,03/10/2020
22d173,2b322c,2,1,2,03/10/2020
22d173,2b322c,4,1,3,03/10/2020
22d173,2b322c,6,1,4,03/10/2020
22d173,2b322c,7,1,5,03/10/2020
22d173,2b322c,7,2,6,03/10/2020
22d173,2b322c,8,1,7,03/10/2020
22d173,2b322c,8,2,8,03/10/2020
22d173,2b322c,12,1,9,03/10/2020
22d173,2b322c,13,3,10,03/10/2020
220e1c,553f86,1,1,1,01/19/2020
220e1c,553f86,2,1,2,01/19/2020
220e1c,553f86,3,1,3,01/19/2020
220e1c,553f86,6,1,4,01/19/2020
220e1c,553f86,6,2,5,01/19/2020
220e1c,553f86,11,1,6,01/19/2020
220e1c,553f86,12,1,7,01/19/2020
220e1c,553f86,13,3,8,01/19/2020
9c103c,4abc8a,1,1,1,01/26/2020
9c103c,4abc8a,2,1,2,01/26/2020
9c103c,4abc8a,3,1,3,01/26/2020
9c103c,4abc8a,4,1,4,01/26/2020
9c103c,4abc8a,6,1,5,01/26/2020
9c103c,4abc8a,6,2,6,01/26/2020
9c103c,4abc8a,8,1,7,01/26/2020
9c103c,4abc8a,11,1,8,01/26/2020
9c103c,4abc8a,12,1,9,01/26/2020
9c103c,4abc8a,13,3,10,01/26/2020
87ab7c,019dcc,1,1,1,02/23/2020
87ab7c,019dcc,2,1,2,02/23/2020
87ab7c,019dcc,3,1,3,02/23/2020
87ab7c,019dcc,7,1,4,02/23/2020
87ab7c,019dcc,7,2,5,02/23/2020
87ab7c,019dcc,8,1,6,02/23/2020
87ab7c,019dcc,8,2,7,02/23/2020
87ab7c,019dcc,11,1,8,02/23/2020
87ab7c,019dcc,12,1,9,02/23/2020
87ab7c,019dcc,13,3,10,02/23/2020
ed7061,d46a1c,1,1,1,02/23/2020
ed7061,d46a1c,2,1,2,02/23/2020
ed7061,d46a1c,3,1,3,02/23/2020
ed7061,d46a1c,3,2,4,02/23/2020
ed7061,d46a1c,7,1,5,02/23/2020
ed7061,d46a1c,7,2,6,02/23/2020
ed7061,d46a1c,9,1,7,02/23/2020
ed7061,d46a1c,10,1,8,02/23/2020
ed7061,d46a1c,11,1,9,02/23/2020
ed7061,d46a1c,12,1,10,02/23/2020
ed7061,d46a1c,13,3,11,02/23/2020
02a5d5,026a9a,1,1,1,02/26/2020
02a5d5,026a9a,2,1,2,02/26/2020
02a5d5,026a9a,3,1,3,02/26/2020
02a5d5,026a9a,6,1,4,02/26/2020
8ed20b,5a521c,1,1,1,03/01/2020
8ed20b,5a521c,3,1,2,03/01/2020
8ed20b,5a521c,3,2,3,03/01/2020
8ed20b,5a521c,4,1,4,03/01/2020
8ed20b,5a521c,5,1,5,03/01/2020
8ed20b,5a521c,5,2,6,03/01/2020
8ed20b,5a521c,6,1,7,03/01/2020
8ed20b,5a521c,6,2,8,03/01/2020
8ed20b,5a521c,12,1,9,03/01/2020
8ed20b,5a521c,13,3,10,03/01/2020
d71a23,a30061,1,1,1,03/21/2020
d71a23,a30061,2,1,2,03/21/2020
d71a23,a30061,3,1,3,03/21/2020
d71a23,a30061,5,1,4,03/21/2020
d71a23,a30061,5,2,5,03/21/2020
d71a23,a30061,6,1,6,03/21/2020
d71a23,a30061,7,1,7,03/21/2020
d71a23,a30061,8,1,8,03/21/2020
d71a23,a30061,8,2,9,03/21/2020
aa4286,0bcfa1,1,1,1,03/05/2020
aa4286,0bcfa1,5,1,2,03/05/2020
aa4286,0bcfa1,5,2,3,03/05/2020
aa4286,0bcfa1,10,1,4,03/05/2020
aa4286,0bcfa1,10,2,5,03/05/2020
aa4286,0bcfa1,12,1,6,03/05/2020
aa4286,0bcfa1,13,3,7,03/05/2020
8770b7,2e21c8,1,1,1,02/03/2020
8770b7,2e21c8,2,1,2,02/03/2020
8770b7,2e21c8,3,1,3,02/03/2020
8770b7,2e21c8,3,2,4,02/03/2020
8770b7,2e21c8,7,1,5,02/03/2020
8770b7,2e21c8,7,2,6,02/03/2020
8770b7,2e21c8,8,1,7,02/03/2020
8770b7,2e21c8,9,1,8,02/03/2020
8770b7,2e21c8,9,2,9,02/03/2020
8770b7,2e21c8,12,1,10,02/03/2020
8770b7,2e21c8,13,3,11,02/03/2020
3212da,97652a,1,1,1,03/09/2020
3212da,97652a,2,1,2,03/09/2020
3212da,97652a,3,1,3,03/09/2020
3212da,97652a,5,1,4,03/09/2020
3212da,97652a,6,1,5,03/09/2020
3212da,97652a,9,1,6,03/09/2020
3212da,97652a,9,2,7,03/09/2020
3212da,97652a,10,1,8,03/09/2020
3212da,97652a,10,2,9,03/09/2020
452106,7.14E+77,1,1,1,01/12/2020
452106,7.14E+77,2,1,2,01/12/2020
452106,7.14E+77,3,1,3,01/12/2020
452106,7.14E+77,3,2,4,01/12/2020
452106,7.14E+77,4,1,5,01/12/2020
452106,7.14E+77,6,1,6,01/12/2020
452106,7.14E+77,7,1,7,01/12/2020
452106,7.14E+77,11,1,8,01/12/2020
452106,7.14E+77,12,1,9,01/12/2020
452106,7.14E+77,13,3,10,01/12/2020
df1785,36a581,1,1,1,02/02/2020
df1785,36a581,2,1,2,02/02/2020
df1785,36a581,3,1,3,02/02/2020
df1785,36a581,3,2,4,02/02/2020
df1785,36a581,4,1,5,02/02/2020
df1785,36a581,5,1,6,02/02/2020
df1785,36a581,6,1,7,02/02/2020
df1785,36a581,7,1,8,02/02/2020
df1785,36a581,9,1,9,02/02/2020
df1785,36a581,9,2,10,02/02/2020
df1785,36a581,10,1,11,02/02/2020
df1785,36a581,10,2,12,02/02/2020
df1785,36a581,12,1,13,02/02/2020
17fd56,d56bc0,1,1,1,02/10/2020
17fd56,d56bc0,3,1,2,02/10/2020
17fd56,d56bc0,5,1,3,02/10/2020
17fd56,d56bc0,5,2,4,02/10/2020
17fd56,d56bc0,6,1,5,02/10/2020
17fd56,d56bc0,7,1,6,02/10/2020
17fd56,d56bc0,7,2,7,02/10/2020
17fd56,d56bc0,9,1,8,02/10/2020
17fd56,d56bc0,10,1,9,02/10/2020
c1a4c3,4d2bf5,1,1,1,02/12/2020
c1a4c3,4d2bf5,4,1,2,02/12/2020
c1a4c3,4d2bf5,5,1,3,02/12/2020
c1a4c3,4d2bf5,7,1,4,02/12/2020
c1a4c3,4d2bf5,8,1,5,02/12/2020
c1a4c3,4d2bf5,8,2,6,02/12/2020
c1a4c3,4d2bf5,9,1,7,02/12/2020
c1a4c3,4d2bf5,10,1,8,02/12/2020
c1a4c3,4d2bf5,11,1,9,02/12/2020
c1a4c3,4d2bf5,11,2,10,02/12/2020
c1a4c3,4d2bf5,12,1,11,02/12/2020
c1a4c3,4d2bf5,13,3,12,02/12/2020
aa58e7,8a6970,1,1,1,03/17/2020
aa58e7,8a6970,4,1,2,03/17/2020
aa58e7,8a6970,4,2,3,03/17/2020
aa58e7,8a6970,6,1,4,03/17/2020
aa58e7,8a6970,7,1,5,03/17/2020
aa58e7,8a6970,7,2,6,03/17/2020
aa58e7,8a6970,10,1,7,03/17/2020
aa58e7,8a6970,11,1,8,03/17/2020
aa58e7,8a6970,11,2,9,03/17/2020
aa58e7,8a6970,12,1,10,03/17/2020
aa58e7,8a6970,13,3,11,03/17/2020
3bd4a0,97d790,1,1,1,01/31/2020
3bd4a0,97d790,2,1,2,01/31/2020
3bd4a0,97d790,3,1,3,01/31/2020
3bd4a0,97d790,3,2,4,01/31/2020
3bd4a0,97d790,6,1,5,01/31/2020
3bd4a0,97d790,8,1,6,01/31/2020
3bd4a0,97d790,8,2,7,01/31/2020
3bd4a0,97d790,10,1,8,01/31/2020
3bd4a0,97d790,12,1,9,01/31/2020
3bd4a0,97d790,13,3,10,01/31/2020
61ddf2,382c04,1,1,1,02/25/2020
61ddf2,382c04,3,1,2,02/25/2020
61ddf2,382c04,4,1,3,02/25/2020
61ddf2,382c04,5,1,4,02/25/2020
61ddf2,382c04,5,2,5,02/25/2020
61ddf2,382c04,9,1,6,02/25/2020
61ddf2,382c04,9,2,7,02/25/2020
61ddf2,382c04,10,1,8,02/25/2020
61ddf2,382c04,10,2,9,02/25/2020
2a38af,50261e,1,1,1,02/23/2020
2a38af,50261e,2,1,2,02/23/2020
2a38af,50261e,3,1,3,02/23/2020
2a38af,50261e,3,2,4,02/23/2020
2a38af,50261e,4,1,5,02/23/2020
2a38af,50261e,5,1,6,02/23/2020
2a38af,50261e,5,2,7,02/23/2020
2a38af,50261e,7,1,8,02/23/2020
2a38af,50261e,12,1,9,02/23/2020
2a38af,50261e,13,3,10,02/23/2020
f36371,80294f,1,1,1,01/14/2020
f36371,80294f,2,1,2,01/14/2020
f36371,80294f,4,1,3,01/14/2020
f36371,80294f,4,2,4,01/14/2020
f36371,80294f,6,1,5,01/14/2020
f36371,80294f,7,1,6,01/14/2020
f36371,80294f,7,2,7,01/14/2020
f36371,80294f,11,1,8,01/14/2020
f36371,80294f,12,1,9,01/14/2020
f36371,80294f,13,3,10,01/14/2020
ed1a53,1ee2fe,1,1,1,03/23/2020
ed1a53,1ee2fe,2,1,2,03/23/2020
ed1a53,1ee2fe,4,1,3,03/23/2020
ed1a53,1ee2fe,5,1,4,03/23/2020
ed1a53,1ee2fe,5,2,5,03/23/2020
ed1a53,1ee2fe,6,1,6,03/23/2020
ed1a53,1ee2fe,10,1,7,03/23/2020
ed1a53,1ee2fe,11,1,8,03/23/2020
ed1a53,1ee2fe,11,2,9,03/23/2020
ed1a53,1ee2fe,12,1,10,03/23/2020
ed1a53,1ee2fe,13,3,11,03/23/2020
c9b3d7,aeb73b,1,1,1,02/04/2020
c9b3d7,aeb73b,2,1,2,02/04/2020
c9b3d7,aeb73b,5,1,3,02/04/2020
c9b3d7,aeb73b,7,1,4,02/04/2020
c9b3d7,aeb73b,7,2,5,02/04/2020
c9b3d7,aeb73b,10,1,6,02/04/2020
c9b3d7,aeb73b,10,2,7,02/04/2020
c9b3d7,aeb73b,12,1,8,02/04/2020
c9b3d7,aeb73b,13,3,9,02/04/2020
135a9c,5d36cb,1,1,1,02/02/2020
135a9c,5d36cb,2,1,2,02/02/2020
135a9c,5d36cb,5,1,3,02/02/2020
135a9c,5d36cb,6,1,4,02/02/2020
135a9c,5d36cb,8,1,5,02/02/2020
135a9c,5d36cb,8,2,6,02/02/2020
135a9c,5d36cb,9,1,7,02/02/2020
135a9c,5d36cb,10,1,8,02/02/2020
135a9c,5d36cb,10,2,9,02/02/2020
135a9c,5d36cb,11,1,10,02/02/2020
135a9c,5d36cb,11,2,11,02/02/2020
040d1b,92f990,1,1,1,01/26/2020
040d1b,92f990,2,1,2,01/26/2020
040d1b,92f990,9,1,3,01/26/2020
040d1b,92f990,9,2,4,01/26/2020
040d1b,92f990,10,1,5,01/26/2020
040d1b,92f990,11,1,6,01/26/2020
040d1b,92f990,11,2,7,01/26/2020
040d1b,92f990,12,1,8,01/26/2020
040d1b,92f990,13,3,9,01/26/2020
e3caa7,5e7d35,1,1,1,03/17/2020
e3caa7,5e7d35,2,1,2,03/17/2020
e3caa7,5e7d35,4,1,3,03/17/2020
e3caa7,5e7d35,4,2,4,03/17/2020
e3caa7,5e7d35,8,1,5,03/17/2020
e6b166,9c5a5e,1,1,1,03/07/2020
e6b166,9c5a5e,2,1,2,03/07/2020
e6b166,9c5a5e,5,1,3,03/07/2020
e6b166,9c5a5e,6,1,4,03/07/2020
e6b166,9c5a5e,7,1,5,03/07/2020
e6b166,9c5a5e,7,2,6,03/07/2020
e6b166,9c5a5e,8,1,7,03/07/2020
e6b166,9c5a5e,9,1,8,03/07/2020
e6b166,9c5a5e,9,2,9,03/07/2020
e6b166,9c5a5e,11,1,10,03/07/2020
e6b166,9c5a5e,11,2,11,03/07/2020
fde577,31a612,1,1,1,02/14/2020
fde577,31a612,3,1,2,02/14/2020
fde577,31a612,6,1,3,02/14/2020
fde577,31a612,7,1,4,02/14/2020
fde577,31a612,10,1,5,02/14/2020
fde577,31a612,11,1,6,02/14/2020
fde577,31a612,11,2,7,02/14/2020
418aab,455428,1,1,1,02/06/2020
418aab,455428,2,1,2,02/06/2020
418aab,455428,5,1,3,02/06/2020
418aab,455428,6,1,4,02/06/2020
418aab,455428,6,2,5,02/06/2020
418aab,455428,7,1,6,02/06/2020
418aab,455428,8,1,7,02/06/2020
418aab,455428,11,1,8,02/06/2020
418aab,455428,12,1,9,02/06/2020
8f23a0,e8aeff,1,1,1,03/07/2020
8f23a0,e8aeff,3,1,2,03/07/2020
8f23a0,e8aeff,4,1,3,03/07/2020
8f23a0,e8aeff,5,1,4,03/07/2020
8f23a0,e8aeff,6,1,5,03/07/2020
8f23a0,e8aeff,8,1,6,03/07/2020
8f23a0,e8aeff,8,2,7,03/07/2020
8f23a0,e8aeff,9,1,8,03/07/2020
8f23a0,e8aeff,10,1,9,03/07/2020
8f23a0,e8aeff,10,2,10,03/07/2020
2dabea,5a18d5,1,1,1,01/10/2020
2dabea,5a18d5,2,1,2,01/10/2020
2dabea,5a18d5,3,1,3,01/10/2020
2dabea,5a18d5,4,1,4,01/10/2020
2dabea,5a18d5,5,1,5,01/10/2020
2dabea,5a18d5,5,2,6,01/10/2020
2dabea,5a18d5,6,1,7,01/10/2020
2dabea,5a18d5,6,2,8,01/10/2020
2dabea,5a18d5,9,1,9,01/10/2020
2dabea,5a18d5,12,1,10,01/10/2020
2dabea,5a18d5,13,3,11,01/10/2020
1c3bac,067d4b,1,1,1,02/14/2020
1c3bac,067d4b,2,1,2,02/14/2020
1c3bac,067d4b,3,1,3,02/14/2020
1c3bac,067d4b,3,2,4,02/14/2020
1c3bac,067d4b,11,1,5,02/14/2020
1c3bac,067d4b,12,1,6,02/14/2020
1c3bac,067d4b,13,3,7,02/14/2020
1d3591,0c1a6a,1,1,1,02/08/2020
1d3591,0c1a6a,2,1,2,02/08/2020
1d3591,0c1a6a,5,1,3,02/08/2020
1d3591,0c1a6a,6,1,4,02/08/2020
1d3591,0c1a6a,7,1,5,02/08/2020
1d3591,0c1a6a,7,2,6,02/08/2020
1d3591,0c1a6a,8,1,7,02/08/2020
1d3591,0c1a6a,8,2,8,02/08/2020
1d3591,0c1a6a,10,1,9,02/08/2020
1d3591,0c1a6a,10,2,10,02/08/2020
1d3591,0c1a6a,11,1,11,02/08/2020
1d3591,0c1a6a,12,1,12,02/08/2020
8.23E+62,6b93e2,1,1,1,02/03/2020
8.23E+62,6b93e2,2,1,2,02/03/2020
8.23E+62,6b93e2,3,1,3,02/03/2020
8.23E+62,6b93e2,5,1,4,02/03/2020
8.23E+62,6b93e2,6,1,5,02/03/2020
8.23E+62,6b93e2,6,2,6,02/03/2020
8.23E+62,6b93e2,8,1,7,02/03/2020
8.23E+62,6b93e2,8,2,8,02/03/2020
8.23E+62,6b93e2,11,1,9,02/03/2020
8.23E+62,6b93e2,11,2,10,02/03/2020
8.23E+62,6b93e2,12,1,11,02/03/2020
495f21,599af0,1,1,1,01/30/2020
495f21,599af0,2,1,2,01/30/2020
495f21,599af0,4,1,3,01/30/2020
495f21,599af0,4,2,4,01/30/2020
495f21,599af0,6,1,5,01/30/2020
495f21,599af0,6,2,6,01/30/2020
495f21,599af0,8,1,7,01/30/2020
495f21,599af0,12,1,8,01/30/2020
495f21,599af0,13,3,9,01/30/2020
ae4265,73fc72,1,1,1,02/03/2020
ae4265,73fc72,2,1,2,02/03/2020
ae4265,73fc72,3,1,3,02/03/2020
ae4265,73fc72,7,1,4,02/03/2020
ae4265,73fc72,7,2,5,02/03/2020
ae4265,73fc72,8,1,6,02/03/2020
ae4265,73fc72,8,2,7,02/03/2020
ae4265,73fc72,9,1,8,02/03/2020
ae4265,73fc72,9,2,9,02/03/2020
ae4265,73fc72,10,1,10,02/03/2020
ae4265,73fc72,10,2,11,02/03/2020
ae4265,73fc72,11,1,12,02/03/2020
ae4265,73fc72,11,2,13,02/03/2020
ae4265,73fc72,12,1,14,02/03/2020
ae4265,73fc72,13,3,15,02/03/2020
404c0f,0fc658,1,1,1,02/05/2020
404c0f,0fc658,4,1,2,02/05/2020
404c0f,0fc658,4,2,3,02/05/2020
404c0f,0fc658,5,1,4,02/05/2020
404c0f,0fc658,5,2,5,02/05/2020
404c0f,0fc658,9,1,6,02/05/2020
404c0f,0fc658,9,2,7,02/05/2020
404c0f,0fc658,12,1,8,02/05/2020
404c0f,0fc658,13,3,9,02/05/2020
fd85b9,24588,1,1,1,01/07/2020
fd85b9,24588,2,1,2,01/07/2020
fd85b9,24588,4,1,3,01/07/2020
fd85b9,24588,6,1,4,01/07/2020
fd85b9,24588,11,1,5,01/07/2020
a046fe,85a77b,1,1,1,02/24/2020
a046fe,85a77b,2,1,2,02/24/2020
a046fe,85a77b,3,1,3,02/24/2020
a046fe,85a77b,3,2,4,02/24/2020
a046fe,85a77b,4,1,5,02/24/2020
a046fe,85a77b,4,2,6,02/24/2020
a046fe,85a77b,5,1,7,02/24/2020
a046fe,85a77b,9,1,8,02/24/2020
a046fe,85a77b,9,2,9,02/24/2020
a046fe,85a77b,12,1,10,02/24/2020
a046fe,85a77b,13,3,11,02/24/2020
85afea,9ef039,1,1,1,03/03/2020
85afea,9ef039,3,1,2,03/03/2020
85afea,9ef039,8,1,3,03/03/2020
85afea,9ef039,8,2,4,03/03/2020
85afea,9ef039,9,1,5,03/03/2020
85afea,9ef039,9,2,6,03/03/2020
85afea,9ef039,11,1,7,03/03/2020
85afea,9ef039,11,2,8,03/03/2020
85afea,9ef039,12,1,9,03/03/2020
ccc885,5a6b2b,1,1,1,03/29/2020
ccc885,5a6b2b,2,1,2,03/29/2020
ccc885,5a6b2b,4,1,3,03/29/2020
ccc885,5a6b2b,4,2,4,03/29/2020
ccc885,5a6b2b,7,1,5,03/29/2020
ccc885,5a6b2b,8,1,6,03/29/2020
ccc885,5a6b2b,8,2,7,03/29/2020
ccc885,5a6b2b,12,1,8,03/29/2020
12d8f5,fa1681,1,1,1,02/13/2020
12d8f5,fa1681,2,1,2,02/13/2020
12d8f5,fa1681,9,1,3,02/13/2020
12d8f5,fa1681,9,2,4,02/13/2020
9eb3c0,f752fb,1,1,1,02/08/2020
9eb3c0,f752fb,4,1,2,02/08/2020
9eb3c0,f752fb,4,2,3,02/08/2020
9eb3c0,f752fb,6,1,4,02/08/2020
9eb3c0,f752fb,8,1,5,02/08/2020
9eb3c0,f752fb,11,1,6,02/08/2020
9eb3c0,f752fb,11,2,7,02/08/2020
9eb3c0,f752fb,12,1,8,02/08/2020
9eb3c0,f752fb,13,3,9,02/08/2020
b19771,3d502b,1,1,1,03/16/2020
b19771,3d502b,2,1,2,03/16/2020
b19771,3d502b,4,1,3,03/16/2020
b19771,3d502b,4,2,4,03/16/2020
b19771,3d502b,7,1,5,03/16/2020
b19771,3d502b,7,2,6,03/16/2020
b19771,3d502b,8,1,7,03/16/2020
b19771,3d502b,10,1,8,03/16/2020
b19771,3d502b,11,1,9,03/16/2020
b19771,3d502b,12,1,10,03/16/2020
b19771,3d502b,13,3,11,03/16/2020
f75227,0aedd9,1,1,1,03/05/2020
f75227,0aedd9,2,1,2,03/05/2020
f75227,0aedd9,4,1,3,03/05/2020
f75227,0aedd9,6,1,4,03/05/2020
f75227,0aedd9,8,1,5,03/05/2020
f75227,0aedd9,10,1,6,03/05/2020
f75227,0aedd9,11,1,7,03/05/2020
e6fae5,6f0d75,1,1,1,01/30/2020
e6fae5,6f0d75,2,1,2,01/30/2020
e6fae5,6f0d75,5,1,3,01/30/2020
e6fae5,6f0d75,5,2,4,01/30/2020
e6fae5,6f0d75,6,1,5,01/30/2020
e6fae5,6f0d75,6,2,6,01/30/2020
e6fae5,6f0d75,8,1,7,01/30/2020
e6fae5,6f0d75,8,2,8,01/30/2020
e6fae5,6f0d75,9,1,9,01/30/2020
e6fae5,6f0d75,9,2,10,01/30/2020
e6fae5,6f0d75,10,1,11,01/30/2020
e6fae5,6f0d75,12,1,12,01/30/2020
e6fae5,6f0d75,13,3,13,01/30/2020
70e96a,b4e9a5,1,1,1,01/29/2020
70e96a,b4e9a5,5,1,2,01/29/2020
70e96a,b4e9a5,6,1,3,01/29/2020
70e96a,b4e9a5,6,2,4,01/29/2020
70e96a,b4e9a5,7,1,5,01/29/2020
70e96a,b4e9a5,10,1,6,01/29/2020
c6d336,f404ac,1,1,1,02/28/2020
c6d336,f404ac,2,1,2,02/28/2020
c6d336,f404ac,6,1,3,02/28/2020
c6d336,f404ac,9,1,4,02/28/2020
c6d336,f404ac,9,2,5,02/28/2020
c6d336,f404ac,10,1,6,02/28/2020
c6d336,f404ac,10,2,7,02/28/2020
c6d336,f404ac,11,1,8,02/28/2020
c6d336,f404ac,11,2,9,02/28/2020
43a666,8fbd57,1,1,1,02/19/2020
43a666,8fbd57,2,1,2,02/19/2020
43a666,8fbd57,3,1,3,02/19/2020
43a666,8fbd57,3,2,4,02/19/2020
43a666,8fbd57,6,1,5,02/19/2020
43a666,8fbd57,6,2,6,02/19/2020
43a666,8fbd57,8,1,7,02/19/2020
43a666,8fbd57,8,2,8,02/19/2020
43a666,8fbd57,11,1,9,02/19/2020
43a666,8fbd57,11,2,10,02/19/2020
def5d4,fe0154,1,1,1,01/23/2020
def5d4,fe0154,2,1,2,01/23/2020
def5d4,fe0154,3,1,3,01/23/2020
def5d4,fe0154,6,1,4,01/23/2020
def5d4,fe0154,7,1,5,01/23/2020
def5d4,fe0154,8,1,6,01/23/2020
def5d4,fe0154,9,1,7,01/23/2020
def5d4,fe0154,9,2,8,01/23/2020
def5d4,fe0154,10,1,9,01/23/2020
def5d4,fe0154,12,1,10,01/23/2020
def5d4,fe0154,13,3,11,01/23/2020
3ac3eb,749717,1,1,1,02/04/2020
3ac3eb,749717,2,1,2,02/04/2020
3ac3eb,749717,4,1,3,02/04/2020
3ac3eb,749717,5,1,4,02/04/2020
3ac3eb,749717,5,2,5,02/04/2020
3ac3eb,749717,9,1,6,02/04/2020
3ac3eb,749717,10,1,7,02/04/2020
3ac3eb,749717,10,2,8,02/04/2020
3ac3eb,749717,12,1,9,02/04/2020
3ac3eb,749717,13,3,10,02/04/2020
23e0c5,c53d1a,1,1,1,01/29/2020
23e0c5,c53d1a,2,1,2,01/29/2020
23e0c5,c53d1a,3,1,3,01/29/2020
23e0c5,c53d1a,5,1,4,01/29/2020
23e0c5,c53d1a,5,2,5,01/29/2020
23e0c5,c53d1a,6,1,6,01/29/2020
23e0c5,c53d1a,12,1,7,01/29/2020
23e0c5,c53d1a,13,3,8,01/29/2020
4d15e0,74119e,1,1,1,02/03/2020
4d15e0,74119e,2,1,2,02/03/2020
4d15e0,74119e,4,1,3,02/03/2020
4d15e0,74119e,4,2,4,02/03/2020
4d15e0,74119e,6,1,5,02/03/2020
4d15e0,74119e,6,2,6,02/03/2020
4d15e0,74119e,9,1,7,02/03/2020
4d15e0,74119e,10,1,8,02/03/2020
4d15e0,74119e,11,1,9,02/03/2020
4d15e0,74119e,11,2,10,02/03/2020
4d15e0,74119e,12,1,11,02/03/2020
4d15e0,74119e,13,3,12,02/03/2020
aece38,b581b0,1,1,1,03/02/2020
aece38,b581b0,4,1,2,03/02/2020
aece38,b581b0,6,1,3,03/02/2020
aece38,b581b0,6,2,4,03/02/2020
aece38,b581b0,7,1,5,03/02/2020
aece38,b581b0,7,2,6,03/02/2020
aece38,b581b0,10,1,7,03/02/2020
aece38,b581b0,11,1,8,03/02/2020
aece38,b581b0,11,2,9,03/02/2020
aece38,b581b0,12,1,10,03/02/2020
457c9e,24f5a5,1,1,1,02/15/2020
457c9e,24f5a5,2,1,2,02/15/2020
457c9e,24f5a5,7,1,3,02/15/2020
457c9e,24f5a5,7,2,4,02/15/2020
457c9e,24f5a5,8,1,5,02/15/2020
457c9e,24f5a5,8,2,6,02/15/2020
457c9e,24f5a5,11,1,7,02/15/2020
457c9e,24f5a5,11,2,8,02/15/2020
457c9e,24f5a5,12,1,9,02/15/2020
8697ad,f21200,1,1,1,01/19/2020
8697ad,f21200,2,1,2,01/19/2020
8697ad,f21200,4,1,3,01/19/2020
8697ad,f21200,4,2,4,01/19/2020
8697ad,f21200,5,1,5,01/19/2020
8697ad,f21200,5,2,6,01/19/2020
8697ad,f21200,8,1,7,01/19/2020
8697ad,f21200,8,2,8,01/19/2020
8697ad,f21200,9,1,9,01/19/2020
8697ad,f21200,9,2,10,01/19/2020
8697ad,f21200,11,1,11,01/19/2020
8697ad,f21200,11,2,12,01/19/2020
8697ad,f21200,12,1,13,01/19/2020
8697ad,f21200,13,3,14,01/19/2020
33395b,ecaa5f,1,1,1,03/04/2020
33395b,ecaa5f,2,1,2,03/04/2020
33395b,ecaa5f,5,1,3,03/04/2020
33395b,ecaa5f,9,1,4,03/04/2020
882d14,d619e4,1,1,1,01/21/2020
882d14,d619e4,4,1,2,01/21/2020
882d14,d619e4,4,2,3,01/21/2020
882d14,d619e4,6,1,4,01/21/2020
882d14,d619e4,11,1,5,01/21/2020
882d14,d619e4,11,2,6,01/21/2020
882d14,d619e4,12,1,7,01/21/2020
882d14,d619e4,13,3,8,01/21/2020
ad6e3f,dbc5fe,1,1,1,03/03/2020
ad6e3f,dbc5fe,2,1,2,03/03/2020
ad6e3f,dbc5fe,3,1,3,03/03/2020
ad6e3f,dbc5fe,3,2,4,03/03/2020
ad6e3f,dbc5fe,5,1,5,03/03/2020
ad6e3f,dbc5fe,5,2,6,03/03/2020
ad6e3f,dbc5fe,6,1,7,03/03/2020
ad6e3f,dbc5fe,6,2,8,03/03/2020
ad6e3f,dbc5fe,7,1,9,03/03/2020
ad6e3f,dbc5fe,8,1,10,03/03/2020
ad6e3f,dbc5fe,10,1,11,03/03/2020
ad6e3f,dbc5fe,12,1,12,03/03/2020
6.61E+06,575c62,1,1,1,02/11/2020
6.61E+06,575c62,2,1,2,02/11/2020
6.61E+06,575c62,5,1,3,02/11/2020
6.61E+06,575c62,5,2,4,02/11/2020
6.61E+06,575c62,9,1,5,02/11/2020
6.61E+06,575c62,9,2,6,02/11/2020
6.61E+06,575c62,10,1,7,02/11/2020
6.61E+06,575c62,11,1,8,02/11/2020
6.61E+06,575c62,11,2,9,02/11/2020
6.61E+06,575c62,12,1,10,02/11/2020
6.61E+06,575c62,13,3,11,02/11/2020
0dc56a,fb0702,1,1,1,01/27/2020
0dc56a,fb0702,2,1,2,01/27/2020
0dc56a,fb0702,6,1,3,01/27/2020
0dc56a,fb0702,6,2,4,01/27/2020
0dc56a,fb0702,9,1,5,01/27/2020
